1,1,9.999000099990002E-5,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
5003,2,0.5002499750024998,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5004,1,0.5003499650034996,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5004,2,0.5003499650034996,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5005,1,0.5004499550044995,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: None, Functionality: Farming])
5005,2,0.5004499550044995,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5006,1,0.5005499450054994,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5006,2,0.5005499450054994,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5007,1,0.5006499350064993,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: None, Functionality: Farming])
5007,2,0.5006499350064993,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5008,1,0.5007499250074993,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5008,2,0.5007499250074993,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5009,1,0.5008499150084992,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5009,2,0.5008499150084992,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5010,1,0.5009499050094991,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5010,2,0.5009499050094991,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5011,1,0.5010498950104989,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5011,2,0.5010498950104989,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5012,1,0.5011498850114988,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5012,2,0.5011498850114988,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5013,1,0.5012498750124987,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5013,2,0.5012498750124987,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5014,1,0.5013498650134987,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5014,2,0.5013498650134987,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5015,1,0.5014498550144986,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5015,2,0.5014498550144986,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5016,1,0.5015498450154985,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5016,2,0.5015498450154985,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5017,1,0.5016498350164984,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5017,2,0.5016498350164984,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5018,1,0.5017498250174982,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5018,2,0.5017498250174982,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5019,1,0.5018498150184981,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5019,2,0.5018498150184981,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5020,1,0.501949805019498,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5020,2,0.501949805019498,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5021,1,0.502049795020498,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5021,2,0.502049795020498,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5022,1,0.5021497850214979,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5022,2,0.5021497850214979,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5023,1,0.5022497750224978,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Big, Functionality: Farming])
5023,2,0.5022497750224978,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5024,1,0.5023497650234976,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5024,2,0.5023497650234976,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5025,1,0.5024497550244975,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5025,2,0.5024497550244975,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5026,1,0.5025497450254974,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5026,2,0.5025497450254974,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5027,1,0.5026497350264973,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5027,2,0.5026497350264973,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5028,1,0.5027497250274973,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5028,2,0.5027497250274973,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5029,1,0.5028497150284972,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5029,2,0.5028497150284972,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5030,1,0.5029497050294971,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5030,2,0.5029497050294971,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5031,1,0.5030496950304969,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5031,2,0.5030496950304969,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5032,1,0.5031496850314968,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5032,2,0.5031496850314968,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5033,1,0.5032496750324967,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Small, Functionality: Farming])
5033,2,0.5032496750324967,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5034,1,0.5033496650334967,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5034,2,0.5033496650334967,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5035,1,0.5034496550344966,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5035,2,0.5034496550344966,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5036,1,0.5035496450354965,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5036,2,0.5035496450354965,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5037,1,0.5036496350364964,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: None, Functionality: Farming])
5037,2,0.5036496350364964,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5038,1,0.5037496250374962,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5038,2,0.5037496250374962,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5039,1,0.5038496150384961,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5039,2,0.5038496150384961,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5040,1,0.503949605039496,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5040,2,0.503949605039496,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5041,1,0.504049595040496,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5041,2,0.504049595040496,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5042,1,0.5041495850414959,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5042,2,0.5041495850414959,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5043,1,0.5042495750424958,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5043,2,0.5042495750424958,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5044,1,0.5043495650434956,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5044,2,0.5043495650434956,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5045,1,0.5044495550444955,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5045,2,0.5044495550444955,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5046,1,0.5045495450454954,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5046,2,0.5045495450454954,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5047,1,0.5046495350464953,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5047,2,0.5046495350464953,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5048,1,0.5047495250474953,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Small, Functionality: Farming])
5048,2,0.5047495250474953,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5049,1,0.5048495150484952,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5049,2,0.5048495150484952,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5050,1,0.5049495050494951,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5050,2,0.5049495050494951,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5051,1,0.5050494950504949,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5051,2,0.5050494950504949,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5052,1,0.5051494850514948,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5052,2,0.5051494850514948,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5053,1,0.5052494750524947,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5053,2,0.5052494750524947,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5054,1,0.5053494650534947,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5054,2,0.5053494650534947,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5055,1,0.5054494550544946,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5055,2,0.5054494550544946,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5056,1,0.5055494450554945,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Small, Functionality: Farming])
5056,2,0.5055494450554945,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5057,1,0.5056494350564944,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Small, Functionality: Farming])
5057,2,0.5056494350564944,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5058,1,0.5057494250574942,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Small, Functionality: Farming])
5058,2,0.5057494250574942,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5059,1,0.5058494150584941,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5059,2,0.5058494150584941,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5060,1,0.505949405059494,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Big, Functionality: Farming])
5060,2,0.505949405059494,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5061,1,0.506049395060494,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5061,2,0.506049395060494,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5062,1,0.5061493850614939,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5062,2,0.5061493850614939,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5063,1,0.5062493750624938,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5063,2,0.5062493750624938,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5064,1,0.5063493650634937,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5064,2,0.5063493650634937,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5065,1,0.5064493550644935,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5065,2,0.5064493550644935,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5066,1,0.5065493450654934,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5066,2,0.5065493450654934,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5067,1,0.5066493350664933,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5067,2,0.5066493350664933,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5068,1,0.5067493250674933,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5068,2,0.5067493250674933,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5069,1,0.5068493150684932,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5069,2,0.5068493150684932,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5070,1,0.5069493050694931,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5070,2,0.5069493050694931,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5071,1,0.5070492950704929,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Medium, Functionality: Farming])
5071,2,0.5070492950704929,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5072,1,0.5071492850714928,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5072,2,0.5071492850714928,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5073,1,0.5072492750724927,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5073,2,0.5072492750724927,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5074,1,0.5073492650734927,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5074,2,0.5073492650734927,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5075,1,0.5074492550744926,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Small, Functionality: Farming])
5075,2,0.5074492550744926,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5076,1,0.5075492450754925,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5076,2,0.5075492450754925,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5077,1,0.5076492350764924,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5077,2,0.5076492350764924,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5078,1,0.5077492250774922,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5078,2,0.5077492250774922,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5079,1,0.5078492150784921,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5079,2,0.5078492150784921,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5080,1,0.507949205079492,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5080,2,0.507949205079492,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5081,1,0.508049195080492,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5081,2,0.508049195080492,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5082,1,0.5081491850814919,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Big, Functionality: Farming])
5082,2,0.5081491850814919,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5083,1,0.5082491750824918,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5083,2,0.5082491750824918,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5084,1,0.5083491650834917,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5084,2,0.5083491650834917,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5085,1,0.5084491550844915,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5085,2,0.5084491550844915,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5086,1,0.5085491450854914,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5086,2,0.5085491450854914,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5087,1,0.5086491350864913,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5087,2,0.5086491350864913,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5088,1,0.5087491250874913,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Small, Functionality: Farming])
5088,2,0.5087491250874913,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5089,1,0.5088491150884912,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5089,2,0.5088491150884912,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5090,1,0.5089491050894911,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5090,2,0.5089491050894911,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5091,1,0.5090490950904909,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5091,2,0.5090490950904909,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5092,1,0.5091490850914908,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5092,2,0.5091490850914908,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5093,1,0.5092490750924907,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5093,2,0.5092490750924907,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5094,1,0.5093490650934906,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: None, Functionality: Farming])
5094,2,0.5093490650934906,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5095,1,0.5094490550944906,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5095,2,0.5094490550944906,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
